"DDCK70680Y","Bán thành phẩm dây cong khế vàng 68KV, size 0.7mm","68K","68.00%","","","","","","","","","","","","","","","","",""
"DDCK30680Y","Bán thành phẩm dây cong khế vàng 68KV, size 0.3mm","68K","68.00%","","","","","","","","","","","","","","","","",""
"DDCK40680Y","Bán thành phẩm dây cong khế vàng 68KV, size 0.4mm","68K","68.00%","","","","","","","","","","","","","","","","",""
"DDCK35680Y","Bán thành phẩm dây cong khế vàng 68KV, size 0.35mm","68K","68.00%","","","","","","","","","","","","","","","","",""
"DDL40680Y","Bán thành phẩm dây lật vàng 68KV, size 0.40mm","68K","68.00%","","","","","","","","","","","","","","","","",""
"DDL60680Y","Bán thành phẩm dây lật vàng 68KV, size 0.60mm","68K","68.00%","","","","","","","","","","","","","","","","",""
"DDFV60680Y","Bán thành phẩm dây Franco vàng 68KV, size 0.60mm","68K","68.00%","","","","","","","","","","","","","","","","",""
"DDC30750Y","Bán thành phẩm dây cong vàng 18KY, size 0.30mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"DDC30BAC925","Bán thành phẩm dây cong bạc 925, size 0.30mm","BAC925","92.50%","","","","","","","","","","","","","","","","",""
"DDC40BAC925","Bán thành phẩm dây cong bạc 925, size 0.40mm","BAC925","92.50%","","","","","","","","","","","","","","","","",""
"DDC50BAC925","Bán thành phẩm dây cong bạc 925, size 0.50mm","BAC925","92.50%","","","","","","","","","","","","","","","","",""
"DDC60BAC925","Bán thành phẩm dây cong bạc 925, size 0.60mm","BAC925","92.50%","","","","","","","","","","","","","","","","",""
"DDC70BAC925","Bán thành phẩm dây cong BAC925, size 0.70mm","BAC925","92.50%","","","","","","","","","","","","","","","","",""
"DDCK60BAC925","Bán thành phẩm dây cong khế bạc 925, size 0.60mm","BAC925","92.50%","","","","","","","","","","","","","","","","",""
"DDL30BAC925","Bán thành phẩm dây lật bạc 925, size 0.30mm","BAC925","92.50%","","","","","","","","","","","","","","","","",""
"DDL40BAC925","Bán thành phẩm dây lật bạc 925, size 0.40mm","BAC925","92.50%","","","","","","","","","","","","","","","","",""
"DDL50BAC925","Bán thành phẩm dây lật bạc 925, size 0.50mm","BAC925","92.50%","","","","","","","","","","","","","","","","",""
"DDL60BAC925","Bán thành phẩm dây lật bạc 925, size 0.60mm","BAC925","92.50%","","","","","","","","","","","","","","","","",""
"DDL70BAC925","Bán thành phẩm dây lật bạc 925, size 0.70mm","BAC925","92.50%","","","","","","","","","","","","","","","","",""
"DDL80BAC925","Bán thành phẩm dây lật bạc 925, size 0.80mm","BAC925","92.50%","","","","","","","","","","","","","","","","",""
"DDMD40BAC925","Bán thành phẩm dây mì dẹp bạc 925, size 0.40mm","BAC925","92.50%","","","","","","","","","","","","","","","","",""
"DDFV35BAC925","Bán thành phẩm dây franco vuông bạc 925, size 0.35mm","BAC925","92.50%","","","","","","","","","","","","","","","","",""
"DDMT40BAC92.5","Bán thành phẩm dây mì tròn bạc 925, size 0.40mm","BAC925","92.50%","","","","","","","","","","","","","","","","",""
"DDMX130BAC925","Bán thành phẩm dây mì dẹp xoắn bạc 925, size 0.30mm","BAC925","92.50%","","","","","","","","","","","","","","","","",""
"DDC25680Y","Bán thành phẩm dây cong vàng 68KY, size 0.25mm","68K","68.00%","","","","","","","","","","","","","","","","",""
"DDC30680Y","Bán thành phẩm dây cong vàng 68KY, size 0.30mm","68K","68.00%","","","","","","","","","","","","","","","","",""
"DDC35750Y","Bán thành phẩm dây cong vàng 18KY, size 0.35mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"DDC40750R","Bán thành phẩm dây cong vàng 18KH, size 0.40mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"DDC45750R","Bán thành phẩm dây cong vàng 18KH, size 0.45mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"DDC45750W","Bán thành phẩm dây cong vàng 18KW, size 0.45mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"DDC40750Y","Bán thành phẩm dây cong vàng 18KV, size 0.40mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"DDC50750Y","Bán thành phẩm dây cong vàng 18KV, size 0.50mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"DDC60750Y","Bán thành phẩm dây cong vàng 18KV, size 0.60mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"DDC60610Y","Bán thành phẩm dây cong vàng 61KV, size 0.60mm","61K","61.00%","","","","","","","","","","","","","","","","",""
"DDCK60610Y","Bán thành phẩm dây cong khế vàng 61KV, size 0.60mm","61K","61.00%","","","","","","","","","","","","","","","","",""
"DDCK60610W","Bán thành phẩm dây cong khế vàng 61KT, size 0.60mm","61K","61.00%","","","","","","","","","","","","","","","","",""
"DDCK70610Y","Bán thành phẩm dây cong khế vàng 61KV, size 0.70mm","61K","61.00%","","","","","","","","","","","","","","","","",""
"DDCK50610Y","Bán thành phẩm dây cong khế vàng 61KV, size 0.50mm","61K","61.00%","","","","","","","","","","","","","","","","",""
"DDCK50610W","Bán thành phẩm dây cong khế vàng 61KT, size 0.50mm","61K","61.00%","","","","","","","","","","","","","","","","",""
"DDC70750Y","Bán thành phẩm dây cong vàng 18KV, size 0.70mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"DDC70750W","Bán thành phẩm dây cong vàng 18KW, size 0.70mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"DDC30750W","Bán thành phẩm dây cong vàng 18KW, size 0.30mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"DDC35750W","Bán thành phẩm dây cong vàng 18KW, size 0.35mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"DDC40750W","Bán thành phẩm dây cong vàng 18KW, size 0.40mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"DDC50750W","Bán thành phẩm dây cong vàng 18KW, size 0.50mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"DDC60750W","Bán thành phẩm dây cong vàng 18KW, size 0.60mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"DDC70750W","Bán thành phẩm dây cong vàng 18KW, size 0.70mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"DDC80750W","Bán thành phẩm dây cong vàng 18KW, size 0.80mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"DDCK35750W","Bán thành phẩm dây cong khế vàng 18KW, size 0.35mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"DDCK40750W","Bán thành phẩm dây cong khế vàng 18KW, size 0.40mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"DDC30416W","Bán thành phẩm dây chữ cong vàng 10KW, size 0.30mm","10K","41.60%","","","","","","","","","","","","","","","","",""
"DDC50416W","Bán thành phẩm dây chữ cong vàng 10KW, size 0.50mm","10K","41.60%","","","","","","","","","","","","","","","","",""
"DDCK30416W","Bán thành phẩm dây cong khế vàng 10KW, size 0.30mm","10K","41.60%","","","","","","","","","","","","","","","","",""
"DDCK35416W","Bán thành phẩm dây cong khế vàng 10KW, size 0.35mm","10K","41.60%","","","","","","","","","","","","","","","","",""
"DDCK40416W","Bán thành phẩm dây cong khế vàng 10KW, size 0.40mm","10K","41.60%","","","","","","","","","","","","","","","","",""
"DDCK50416W","Bán thành phẩm dây cong khế vàng 10KW, size 0.50mm","10K","41.60%","","","","","","","","","","","","","","","","",""
"DDL60416W","Bán thành phẩm dây khoen lật vàng 10KW, size 0.60mm","10K","41.60%","","","","","","","","","","","","","","","","",""
"DDL70416W","Bán thành phẩm dây khoen lật vàng 10KW, size 0.70mm","10K","41.60%","","","","","","","","","","","","","","","","",""
"DDFV70416W","Bán thành phẩm dây Franco vuông vàng 10KW, size 0.70mm","10K","41.60%","","","","","","","","","","","","","","","","",""
"DDFV60416W","Bán thành phẩm dây Franco vuông vàng 10KW, size 0.60mm","10K","41.60%","","","","","","","","","","","","","","","","",""
"DDMV30750W","Bán thành phẩm dây mì vuông vàng 18KW, size 0.30mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"DDMV30680Y","Bán thành phẩm dây mì vuông vàng 680Y, size 0.30mm","68K","68.00%","","","","","","","","","","","","","","","","",""
"DDMV35680Y","Bán thành phẩm dây mì vuông vàng 680Y, size 0.35mm","68K","68.00%","","","","","","","","","","","","","","","","",""
"DDCK50-PD-PT950","Bán thành phẩm dây cong khế PT950, size 0.40mm","PT95-PD","95.00%","","","","","","","","","","","","","","","","",""
"DDFV40-PD-PT900","Bán thành phẩm dây Franco vuông PT900, size 0.40mm","PT90-PD","90.00%","","","","","","","","","","","","","","","","",""
"DDL30-PD-PT900","Bán thành phẩm dây khoen lật PT900-PD, size 0.30mm","PT90-PD","90.00%","","","","","","","","","","","","","","","","",""
"DDL50-PD-PT900","Bán thành phẩm dây khoen lật PT900-PD, size 0.50mm","PT90-PD","90.00%","","","","","","","","","","","","","","","","",""
"DDL60-PD-PT900","Bán thành phẩm dây khoen lật PT900-PD, size 0.60mm","PT90-PD","90.00%","","","","","","","","","","","","","","","","",""
"DDL70-PD-PT900","Bán thành phẩm dây khoen lật PT900-PD, size 0.70mm","PT90-PD","90.00%","","","","","","","","","","","","","","","","",""
"DDFV50-PD-PT900","Bán thành phẩm dây Franco vuông PT900-PD, size 0.50mm","PT90-PD","90.00%","","","","","","","","","","","","","","","","",""
"DDC35-PD-PT900","Bán thành phẩm dây chữ cong PT900-PD, size 0.35mm","PT90-PD","90.00%","","","","","","","","","","","","","","","","",""
"DDC60-PD-PT900","Bán thành phẩm dây chữ cong PT900-PD, size 0.60mm","PT90-PD","90.00%","","","","","","","","","","","","","","","","",""
"DDCK35-PD-PT900","Bán thành phẩm dây cong khế PT900-PD, size 0.35mm","PT90-PD","90.00%","","","","","","","","","","","","","","","","",""
"DDCK60-PD-PT900","Bán thành phẩm dây cong khế PT900-PD, size 0.60mm","PT90-PD","90.00%","","","","","","","","","","","","","","","","",""
"DDCK45-PD-PT900","Bán thành phẩm dây cong khế PT900-PD, size 0.45mm","PT90-PD","90.00%","","","","","","","","","","","","","","","","",""
"DDCK40-PD-PT900","Bán thành phẩm dây cong khế PT900-PD, size 0.40mm","PT90-PD","90.00%","","","","","","","","","","","","","","","","",""
"DDCK30BAC925","Bán thành phẩm dây cong khế Bạc 92.5, size 0.30mm","BAC925","92.50%","","","","","","","","","","","","","","","","",""
"DDCK50BAC925","Bán thành phẩm dây cong khế Bạc 92.5, size 0.50mm","BAC925","92.50%","","","","","","","","","","","","","","","","",""
"DDCK70BAC925","Bán thành phẩm dây cong khế Bạc 92.5, size 0.70mm","BAC925","92.50%","","","","","","","","","","","","","","","","",""
"DDC35750R","Bán thành phẩm dây cong vàng 18KH, size 0.30mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"DDL5024K","Bán thành phẩm dây cong khế vàng 24K, size 0.50mm","24K","99.99%","","","","","","","","","","","","","","","","",""
"DDC8023K","Bán thành phẩm dây chữ cong vàng 24K, size 0.80mm","23K","95.83%","","","","","","","","","","","","","","","","",""
"DDCK8023K","Bán thành phẩm dây cong khế vàng 24K, size 0.80mm","23K","95.83%","","","","","","","","","","","","","","","","",""
"BY60FS-680Y","Lắc Franco 0.6, 680Y","68K","68.00%","","","","","","","","","","","","","","","","",""
"BY70FS-610","Lắc Franco 0.7, 610Y","61K","61.00%","","","","","","","","","","","","","","","","",""
"BY60FS-610","Lắc Franco 0.6, 610Y","61K","61.00%","","","","","","","","","","","","","","","","",""
"BY50FS-610","Lắc Franco 0.5, 610Y","61K","61.00%","","","","","","","","","","","","","","","","",""
"BY35FS-610","Lắc Franco 0.35, 610Y","61K","61.00%","","","","","","","","","","","","","","","","",""
"BW40FS-750","Lắc Franco 0.4, 750W","18K","75.00%","","","","","","","","","","","","","","","","",""
"BW70FS-750","Lắc Franco 0.7, 750W","18K","75.00%","","","","","","","","","","","","","","","","",""
"BY50FS-680Y","Lắc Franco 0.5, 680Y","68K","68.00%","","","","","","","","","","","","","","","","",""
"BY40FS-610","Lắc Franco 0.4, 610Y","61K","61.00%","","","","","","","","","","","","","","","","",""
"BW40FS-BAC925","Lắc Franco 0.4, BAC925","BAC925","92.50%","","","","","","","","","","","","","","","","",""
"BW50FS-BAC925","Lắc Franco 0.5, BAC925","BAC925","92.50%","","","","","","","","","","","","","","","","",""
"BBY2.56-680","Lắc bi 2.56 vàng 680Y","68K","68.00%","","","","","","","","","","","","","","","","",""
"BBY254-680","Lắc bi 2.54 vàng 680Y","68K","68.00%","","","","","","","","","","","","","","","","",""
"BBY38-680","Lắc bi 38 vàng 680Y","68K","68.00%","","","","","","","","","","","","","","","","",""
"BBY358-680Y","Lắc bi 358 vàng 680Y","68K","68.00%","","","","","","","","","","","","","","","","",""
"BBY8.0-680","Lắc bi 8 vàng 680Y","68K","68.00%","","","","","","","","","","","","","","","","",""
"BBY2.5-680","Lắc bi 2.5 vàng 680Y","68K","68.00%","","","","","","","","","","","","","","","","",""
"BBY3-680","Lắc bi 3.0 vàng 680Y","68K","68.00%","","","","","","","","","","","","","","","","",""
"BBY3.0/4.0-680","Lắc bi 3.0/4.0 vàng 680Y","68K","68.00%","","","","","","","","","","","","","","","","",""
"BBY3.0/5.0-680","Lắc bi 3.0/5.0 vàng 680Y","68K","68.00%","","","","","","","","","","","","","","","","",""
"BBY3.0/4.0/5.0-680","Lắc bi 3.0/4.0/5.0 vàng 680Y","68K","68.00%","","","","","","","","","","","","","","","","",""
"BBY3.0/4.0/6.0/8.0-680","Lắc bi 3.0/4.0/6.0/8.0 vàng 680Y","68K","68.00%","","","","","","","","","","","","","","","","",""
"BBY3.0/6.0/8.0-680","Lắc bi 3.0/6.0/8.0 vàng 680Y","68K","68.00%","","","","","","","","","","","","","","","","",""
"CBY5.0-680","Dây bi 5.0, 680Y","68K","68.00%","","","","","","","","","","","","","","","","",""
"CBY2.5-680","Dây bi 2.5 680Y","68K","68.00%","","","","","","","","","","","","","","","","",""
"CBY3.0-680","Dây bi 3.0 680Y","68K","68.00%","","","","","","","","","","","","","","","","",""
"CBY2.54-680","Dây bi 2.5/4.0 680Y","68K","68.00%","","","","","","","","","","","","","","","","",""
"BBY4.0-680","Lắc bi 4.0 vàng 680KY","68K","68.00%","","","","","","","","","","","","","","","","",""
"BBY3.0/6.0/8.0-610","Lắc bi 3.0/6.0/8.0 vàng 610Y","61K","61.00%","","","","","","","","","","","","","","","","",""
"BBY46-680","Lắc bi 4.0&6.0 vàng 680KY","68K","68.00%","","","","","","","","","","","","","","","","",""
"BBY46-750","Lắc bi 4.0&6.0 vàng 750KY","18K","75.00%","","","","","","","","","","","","","","","","",""
"BBY4-610Y","Lắc bi 4.0, 610Y","61K","61.00%","","","","","","","","","","","","","","","","",""
"BBY46-610Y","Lắc bi 4.0 &6.0, 610Y","61K","61.00%","","","","","","","","","","","","","","","","",""
"BBY3.0/4.0-610","Lắc bi 3.0 &4.0, 610Y","61K","61.00%","","","","","","","","","","","","","","","","",""
"BBY2.5-610Y","Lắc bi 2.5, 610Y","61K","61.00%","","","","","","","","","","","","","","","","",""
"GBY4.0-680","Vòng bi 4.0 vàng 680KY","68K","68.00%","","","","","","","","","","","","","","","","",""
"GBY4.0-610","Vòng bi 4.0 vàng 610KY","61K","61.00%","","","","","","","","","","","","","","","","",""
"GBY6.0-610","Vòng bi 6.0 vàng 610KY","61K","61.00%","","","","","","","","","","","","","","","","",""
"CBY4.0-610","Dây bi 4.0 610Y","61K","61.00%","","","","","","","","","","","","","","","","",""
"CBY6.0-610","Dây bi 6.0 610Y","61K","61.00%","","","","","","","","","","","","","","","","",""
"BBY6.0-610","Lắc bi 6.0 610Y","61K","61.00%","","","","","","","","","","","","","","","","",""
"GBY46-610","Vòng bi 4.0&6.0 vàng 610KY","61K","61.00%","","","","","","","","","","","","","","","","",""
"GBY4.0/6.0-680","Vòng bi 4.0&6.0 vàng 680KY","68K","68.00%","","","","","","","","","","","","","","","","",""
"GBW2.0-750","Vòng bi 2.0 vàng 750W","18K","75.00%","","","","","","","","","","","","","","","","",""
"GBW4.0-750","Vòng bi 4.0 vàng 750W","18K","75.00%","","","","","","","","","","","","","","","","",""
"GBW6.0-750","Vòng bi 6.0 vàng 750W","18K","75.00%","","","","","","","","","","","","","","","","",""
"GBW6.0-BAC925","Vòng bi 6.0 BAC925","BAC925","92.50%","","","","","","","","","","","","","","","","",""
"BBW2.0/4.0-750","Thành phẩm Lắc bi vàng 750W, size 2.5&4.0mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"BBW2.5/4.0-750","Thành phẩm Lắc bi vàng 750W, size 2.5&4.0mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"BBW2.55-750","Thành phẩm Lắc bi vàng 750W, size 2.5&5.0mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"BBWY2.0/3.5-750","Thành phẩm Lắc bi vàng 750WY, size 2.0&3.5mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"BBY2.0/3.5-750","Thành phẩm Lắc bi vàng 750Y, size 2.0&3.5mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"BBY2.53-750","Thành phẩm Lắc bi vàng 750Y, size 2.5&3.0mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"BBY3.0-750","Thành phẩm Lắc bi vàng 750Y, size 3.0 mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"BBY6-750Y","Thành phẩm Lắc bi vàng 750Y, size 6.0 mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"BBY6-680Y","Thành phẩm Lắc bi vàng 680Y, size 6.0 mm","68K","68.00%","","","","","","","","","","","","","","","","",""
"BBY38-750","Thành phẩm Lắc bi vàng 750Y, size 3.0 &8.0mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"BBW3.0-750W","Thành phẩm Lắc bi vàng 750W, size 3.0 mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"BBW36-750W","Thành phẩm Lắc bi vàng 750W, size 3.0&6.0mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"BBW3.0/8.0-750","Thành phẩm Lắc bi vàng 750W, size 3.0&8.0mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"BBW3.0/8.0-BAC925","Thành phẩm Lắc bi vàng 750W, size 3.0&8.0mm","BAC925","92.50%","","","","","","","","","","","","","","","","",""
"BBW346-750W","Thành phẩm Lắc bi vàng 750W, size 3.0&4.0&6.0mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"BBW3.0/5.0-750","Thành phẩm Lắc bi vàng 750W, size 3.0&5.0","18K","75.00%","","","","","","","","","","","","","","","","",""
"BBW3.0-BAC925","Thành phẩm Lắc bi BAC925, size 3.0 mm","BAC925","92.50%","","","","","","","","","","","","","","","","",""
"CBW2.0/4.0-750","Thành phẩm Dây bi vàng 750W, size 2.0&4.0","18K","75.00%","","","","","","","","","","","","","","","","",""
"BBW4.0-750W","Thành phẩm Lắc bi vàng 750W, size 4.0 mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"BBW46-750W","Thành phẩm Lắc bi vàng 750W, size 4.0&6.0","18K","75.00%","","","","","","","","","","","","","","","","",""
"CBW4.0-750W","Thành phẩm Lắc bi vàng 750W, size 4.0 mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"CBW2.534-750","Thành phẩm Dây bi vàng 750W, size 2.5&3.0&4.0","18K","75.00%","","","","","","","","","","","","","","","","",""
"CBW2.0-750W","Thành phẩm Dây bi vàng 750W, size 2.0","18K","75.00%","","","","","","","","","","","","","","","","",""
"CBW2.5/4.0/6.0-750","Thành phẩm Dây bi vàng 750W, size 2.5&4.0&6.0mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"CBW2.53-750W","Thành phẩm Dây bi vàng 750W, size 2.5&3.0","18K","75.00%","","","","","","","","","","","","","","","","",""
"CBW2.5-750W","Thành phẩm Dây bi vàng 750W, size 2.5","18K","75.00%","","","","","","","","","","","","","","","","",""
"BBY2.5/4.0/6.0-750","Thành phẩm Lắc bi vàng 750Y, size 2.5&4.0&6.0mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"BBY2.5/4.0/6.0-680","Thành phẩm Lắc bi vàng 680Y, size 2.5&4.0&6.0mm","68K","68.00%","","","","","","","","","","","","","","","","",""
"BBY2.5/3.0/4.0-750","Thành phẩm Lắc bi vàng 750Y, size 2.5&3.0&4.0mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"BBW2.5-750","Thành phẩm Lắc bi vàng 750W, size 2.5mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"BBY2.5-750","Thành phẩm Lắc bi vàng 750Y, size 2.5mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"BBY2.0/4.0-610Y","Lắc bi 2.0&4.0 vàng 610Y","18K","75.00%","","","","","","","","","","","","","","","","",""
"BBY2.54-610Y","Lắc bi 2.5&4.0 vàng 610Y","61K","61.00%","","","","","","","","","","","","","","","","",""
"BBW2.5/3.0/4.0-750","Thành phẩm Lắc bi vàng 750W, size 2.5&4.0&6.0mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"CW30CA4-BAC925","Thành phẩm dây cong khế 0.30mm, BAC925","BAC925","92.50%","","","","","","","","","","","","","","","","",""
"CW50CA4-BAC925","Thành phẩm dây cong khế 0.50mm, BAC925","BAC925","92.50%","","","","","","","","","","","","","","","","",""
"CW60CA4-BAC925","Thành phẩm dây cong khế 0.60mm, BAC925","BAC925","92.50%","","","","","","","","","","","","","","","","",""
"CW70CA4-BAC925","Thành phẩm dây cong khế 0.70mm, BAC925","BAC925","92.50%","","","","","","","","","","","","","","","","",""
"CW30HE-BAC925","Thành phẩm dây mì dẹp trơn 0.30mm, BAC925","BAC925","92.50%","","","","","","","","","","","","","","","","",""
"CW40HE-BAC925","Thành phẩm dây mì dẹp trơn 0.40mm, BAC925","BAC925","92.50%","","","","","","","","","","","","","","","","",""
"CW30HT1-BAC925","Thành phẩm dây mì dẹp xoắn 0.30mm, BAC925","BAC925","92.50%","","","","","","","","","","","","","","","","",""
"CW40CA4-416","Thành phẩm dây cong khế 0.40mm, vàng 416W","10K","41.60%","","","","","","","","","","","","","","","","",""
"CW30CA4-416","Thành phẩm dây cong khế 0.30mm, vàng 416W","10K","41.60%","","","","","","","","","","","","","","","","",""
"CW60FS-416","Thành phẩm dây Franco vuông 0.60mm, vàng 416W","10K","41.60%","","","","","","","","","","","","","","","","",""
"CW70FS-416","Thành phẩm dây Franco vuông 0.70mm, vàng 416W","10K","41.60%","","","","","","","","","","","","","","","","",""
"CW50CA4-416","Thành phẩm dây cong khế 0.50mm, vàng 416W","10K","41.60%","","","","","","","","","","","","","","","","",""
"DDL25610W","Bán thành phẩm dây lật vàng 61KT, size 0.25mm","61K","61.00%","","","","","","","","","","","","","","","","",""
"DDL30610W","Bán thành phẩm dây lật vàng 61KT, size 0.30mm","61K","61.00%","","","","","","","","","","","","","","","","",""
"DDL35610W","Bán thành phẩm dây lật vàng 61KT, size 0.35mm","61K","61.00%","","","","","","","","","","","","","","","","",""
"DDL50610W","Bán thành phẩm dây lật vàng 61KT, size 0.50mm","61K","61.00%","","","","","","","","","","","","","","","","",""
"DDL40610W","Bán thành phẩm dây lật vàng 61KT, size 0.40mm","61K","61.00%","","","","","","","","","","","","","","","","",""
"DDL30750W","Bán thành phẩm dây khoen lật vàng 750W, size 0.30mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"DDL35750W","Bán thành phẩm dây khoen lật vàng 750W, size 0.35mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"DDL40750W","Bán thành phẩm dây khoen lật vàng 750W, size 0.40mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"DDL50750W","Bán thành phẩm dây khoen lật vàng 750W, size 0.50mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"DDL60750W","Bán thành phẩm dây khoen lật vàng 750W, size 0.60mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"DDL70750W","Bán thành phẩm dây khoen lật vàng 750W, size 0.70mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"DDL80750W","Bán thành phẩm dây khoen lật vàng 750W, size 0.80mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"DDL30750R","Bán thành phẩm dây khoen lật vàng 750R, size 0.30mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"DDL35750R","Bán thành phẩm dây khoen lật vàng 750R, size 0.35mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"DDL40750R","Bán thành phẩm dây khoen lật vàng 750R, size 0.40mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"DDL50750R","Bán thành phẩm dây khoen lật vàng 750R, size 0.50mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"DDL60750R","Bán thành phẩm dây khoen lật vàng 750R, size 0.60mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"DDL70750R","Bán thành phẩm dây khoen lật vàng 750R, size 0.70mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"DDL80750R","Bán thành phẩm dây khoen lật vàng 750R, size 0.80mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"DDC60750R","Bán thành phẩm dây cong hồng 750R, size 0.60mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"DDL70750Y","Bán thành phẩm dây khoen lật vàng 750VY size 0.70mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"DDL30610Y","Bán thành phẩm dây khoen lật vàng 610Y, size 0.30mm","61K","61.00%","","","","","","","","","","","","","","","","",""
"DDL35610Y","Bán thành phẩm dây khoen lật vàng 610Y, size 0.35mm","61K","61.00%","","","","","","","","","","","","","","","","",""
"DDL40610Y","Bán thành phẩm dây khoen lật vàng 610Y, size 0.40mm","61K","61.00%","","","","","","","","","","","","","","","","",""
"DDLD40610Y","Bán thành phẩm dây lật đôi vàng 610Y, size 0.40mm","61K","61.00%","","","","","","","","","","","","","","","","",""
"DDL50610Y","Bán thành phẩm dây khoen lật vàng 610Y, size 0.50mm","61K","61.00%","","","","","","","","","","","","","","","","",""
"DDL60610Y","Bán thành phẩm dây khoen lật vàng 610Y, size 0.60mm","61K","61.00%","","","","","","","","","","","","","","","","",""
"DDL70610Y","Bán thành phẩm dây khoen lật vàng 610Y, size 0.70mm","61K","61.00%","","","","","","","","","","","","","","","","",""
"DDMT40610Y","Bán thành phẩm dây mì tròn vàng 610Y, size 0.40mm","61K","61.00%","","","","","","","","","","","","","","","","",""
"DDMD30610Y","Bán thành phẩm dây mì dẹp vàng 610Y, size 0.30mm","61K","61.00%","","","","","","","","","","","","","","","","",""
"DDMV30610Y","Bán thành phẩm dây mì vuông vàng 610Y, size 0.30mm","61K","61.00%","","","","","","","","","","","","","","","","",""
"DDMV30750Y","Bán thành phẩm dây mì vuông vàng 750Y, size 0.30mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"DDMV30BAC925","Bán thành phẩm dây mì vuông BAC925 size 0.30mm","BAC925","92.50%","","","","","","","","","","","","","","","","",""
"DDMX30750W","Bán thành phẩm dây mì dẹp xoắn vàng 750W, size 0.30mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"DDMX35750W","Bán thành phẩm dây mì dẹp xoắn vàng 750W, size 0.35mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"DDMX30750Y","Bán thành phẩm dây mì dẹp xoắn vàng 750Y, size 0.30mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"DDMX35750Y","Bán thành phẩm dây mì dẹp xoắn vàng 750Y, size 0.35mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"DDMD35750W","Bán thành phẩm dây mì dẹp vàng 750W, size 0.30mm","18K","75.00%","","","","","","","","","","","","","","","","",""
"DDC30610Y","Bán thành phẩm dây cong vàng 610Y, size 0.30mm","61K","61.00%","","","","","","","","","","","","","","","","",""
"DDC35610Y","Bán thành phẩm dây cong vàng 610Y, size 0.35mm","61K","61.00%","","","","","","","","","","","","","","","","",""
